id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
41318711,Heritage Home in coolest neighborhood in Vancouver,103263754,Michal,,Mount Pleasant,49.2625,-123.10695,Entire home/apt,85,30,0,,,1,58
41321595,Luxury Modern Suite in Heart of Downtown Yaletown,45059706,Jay,,Downtown,49.27596,-123.12608,Entire home/apt,265,3,0,,,2,20
41334992,Stop over in YVR,7305426,,,Riley Park,49.24211,-123.10163,Private room,39,3,11,2020-09-20,0.94,4,59
41339736,LOCATION! Parking! Sleeps 2-4! Central Downtown :),314486723,Regina,,Downtown,49.27902,-123.12517,Entire home/apt,108,3,23,2021-03-29,1.53,1,79
41343663,"Stunning High Floor one bdr & den, water/city view",261460061,Rose & Ron,,Downtown,49.27775,-123.10691,Entire home/apt,165,12,14,2021-02-13,0.96,1,123
41344661,Small den in 2 bedrooms apartment in yaletwon,227579488,Chloe,,Downtown,49.27641,-123.12148,Private room,28,30,2,2020-08-30,0.14,2,1
41352179,Big 1-bedroom apartment in safe beautiful Kits,51517506,Alec,,Kitsilano,49.26542,-123.15828,Entire home/apt,68,2,6,2020-03-12,0.42,1,0
41357570,Cute Suite Main Street,7305426,,,Riley Park,49.24113,-123.10166,Entire home/apt,122,1,67,2021-03-15,4.38,4,16
41402504,Designers Contemporary Townhouse in Kitsilano,234396493,Catherine,,Kitsilano,49.26705,-123.16542,Entire home/apt,300,21,1,2020-08-18,0.13,1,75
41409033,Stunning English Bay Location With a Water View,35511695,Tyson,,West End,49.28514,-123.14291,Entire home/apt,171,2,4,2021-03-26,0.28,1,9
41411519,1 Private Brms = clean&Cozy Newly Remodel@ Oakrige,211238366,Jennifer,,Kensington-Cedar Cottage,49.23564,-123.08205,Entire home/apt,158,2,1,2020-05-16,0.09,1,0
41426995,Your home away from home in Kitsilano,22315982,Emma,,Kitsilano,49.26656,-123.16922,Private room,65,30,2,2020-04-01,0.15,1,179
41453394,"Trendy, Spacious Apt 1 Min Walk to Main Street!",15077998,Mandi,,Strathcona,49.27579,-123.09786,Entire home/apt,125,30,0,,,4,6
41454261,Vancouver Sunset House,60152405,Dc,,Downtown,49.27414,-123.13017,Entire home/apt,170,30,6,2021-02-28,0.42,10,365
41473792,Great room in Kits next to ocean and near downtown,325230281,Lawrence,,Kitsilano,49.27119,-123.17009,Private room,77,1,2,2020-11-11,0.36,1,90
41489166,1 bedroom in large house in Kitsilano!,135034885,Karan,,Kitsilano,49.26165,-123.17595,Private room,33,30,0,,,1,0
41506230,Art Deco appartment in the heart of Gastown!,37529115,Nick,,Downtown Eastside,49.28189,-123.09722,Private room,120,30,0,,,1,180
41510288,🌸Nina’s House🇨🇦,21600910,Elaine,,Dunbar Southlands,49.24169,-123.1806,Private room,128,1,0,,,2,0
41511511,❤️Elaine’s House🇨🇦,21600910,Elaine,,Dunbar Southlands,49.24196,-123.18066,Private room,138,1,0,,,2,0
41538497,Fresh and Bright Suite in Hip Fraserhood Area,2666183,Magnus,,Kensington-Cedar Cottage,49.24804,-123.08943,Entire home/apt,87,6,11,2021-03-07,0.77,1,36
41538658,Homestay - Private Room - Near Downtown Vancouver,69024924,Vanessa,,Hastings-Sunrise,49.26379,-123.0553,Private room,30,30,0,,,1,89
41553128,Spacious Kitsilano home,327344383,Bonnea,,Dunbar Southlands,49.25523,-123.17619,Entire home/apt,100,3,2,2020-02-27,0.14,1,0
41569435,Bungalow in the heart of Kitsilano,20182379,Cynthia&Jeremy,,Kitsilano,49.26294,-123.16798,Entire home/apt,475,5,0,,,1,364
41586791,Clean & Cozy Garden Suite off Trendy Main St,142328775,Bee,,Riley Park,49.24338,-123.10025,Entire home/apt,89,6,8,2021-04-03,0.59,1,0
41616532,"5BR, 2KB, 3QB, Sofa Bed Miller’s",328113936,Sarah,,Kensington-Cedar Cottage,49.2461,-123.0699,Entire home/apt,357,2,3,2020-09-30,0.21,1,311
41621268,Pacific Spirit House,2558633,Joanne,,Dunbar Southlands,49.25472,-123.1905,Private room,200,3,0,,,4,102
41621735,Iconic Vancouver House building @ Next to Seawall,48120990,Jane,,Downtown,49.27425,-123.13044,Entire home/apt,113,30,2,2020-09-18,0.14,3,317
41624861,The Private Deck Room,56666948,Matt & Sally,,Grandview-Woodland,49.27119,-123.07092,Private room,99,1,2,2020-02-23,0.14,2,0
41642905,2 Bedroom 2 Bathroom Private  Apartment/Suite,23082203,Suite Owner,,Victoria-Fraserview,49.21595,-123.05261,Entire home/apt,120,2,1,2020-11-02,0.18,1,0
41643591,Cozy East Van Cottage,132184872,Tiffany,,Kensington-Cedar Cottage,49.25489,-123.08579,Entire home/apt,199,4,1,2020-02-18,0.07,1,0
41647234,Bright comfy 2 Bedroom - 10 mins from Downtown,328582165,Sarah,,South Cambie,49.25355,-123.12622,Entire home/apt,104,3,4,2021-02-11,0.30,1,0
41660821,🌲 Modern Traveler's Loft in Gastown!🌲 Parking Included + 50MB Wifi,328140425,Malik,,Downtown Eastside,49.27991,-123.10537,Entire home/apt,125,1,29,2021-03-26,2.00,1,166
41663354,Modern Coach House with Private Yard and Hot Tub,62334654,Jen & Sam,,Riley Park,49.23671,-123.09906,Entire home/apt,129,30,2,2020-11-23,0.17,1,269
41688366,Douglas Park 1 Bedroom suite,20243179,John,,South Cambie,49.25152,-123.12495,Entire home/apt,79,31,0,,,1,225
41693585,Old Plum Tree Style Suite 101,65695410,Jian Feng,,Sunset,49.22442,-123.09227,Private room,60,13,10,2021-03-19,0.67,3,163
41696939,"Private Entrance Condo, super close to Downtown",329214287,Mark,,Mount Pleasant,49.26169,-123.11032,Entire home/apt,80,2,35,2021-04-06,2.46,1,66
41710817,Remodeled French Haven,24909209,Naamah,,Kitsilano,49.27048,-123.15174,Private room,69,30,0,,,2,0
41714308,Modern apartment in beautiful Kitsilano,329354914,Kyla,,Kitsilano,49.27082,-123.17978,Entire home/apt,103,1,41,2021-04-12,4.35,1,229
41717860,Arc building with amazing pool,329404553,Toni,,Downtown,49.27451,-123.11438,Entire home/apt,100,31,1,2020-01-25,0.07,1,179
41720216,Bright 1BR Cozy Haven,3641824,Jordan,,Mount Pleasant,49.25694,-123.09897,Entire home/apt,54,30,0,,,1,4
41723288,Luxury 1BR w/ Great View in Downtown Vancouver,52292504,Paul,,Downtown,49.27387,-123.13053,Entire home/apt,115,30,7,2020-03-12,0.48,1,160
41724366,Old Plum Tree Style Suite 102,65695410,Jian Feng,,Sunset,49.22434,-123.09186,Private room,45,30,6,2021-02-28,0.53,3,163
41725197,Home Sweet Home! Room In New Townhouse,103720379,Renay,,Marpole,49.21657,-123.14049,Private room,58,2,1,2020-03-05,0.07,3,162
41725765,Vancouver downtown-  Modern private room,189439622,Clair,,Downtown,49.28044,-123.10815,Private room,75,12,9,2020-10-07,0.63,2,0
41744557,Stylish Studio in Trendy Gastown,323791739,Cecilia,,Downtown Eastside,49.28124,-123.10342,Entire home/apt,150,30,0,,,1,89
41751282,"Waterfront 1br Condo w/Views, Parking, Balcony",293583929,Steve,,Downtown,49.27444,-123.1279,Entire home/apt,175,20,7,2020-12-14,0.49,8,274
41768475,Deluxe Guest Room - Close To Skytrain & Airport,23076521,Nic,,Marpole,49.21256,-123.11908,Private room,35,1,6,2020-10-16,0.42,3,0
41774537,Clean Cozy 2BR private suite- walk to everything,81160903,Long,,Kensington-Cedar Cottage,49.2451,-123.08919,Entire home/apt,70,1,20,2021-04-08,1.36,2,318
41777606,Beautiful and inviting in the heart of Downtown,315123918,David,,Downtown,49.27844,-123.12194,Entire home/apt,283,4,6,2020-03-18,0.43,5,153
41800834,Beautiful Townhome in the Heart of Vancouver,72723339,Nozhat,,Downtown,49.28625,-123.1236,Entire home/apt,390,2,3,2020-06-08,0.21,1,298
41800945,Great location! Modern 1BR in Downtown!,170911438,Alex,,Downtown,49.27992,-123.12492,Entire home/apt,104,1,62,2021-03-21,4.23,1,147
41804862,Boutique Scandinavian Penthouse-Gastown,330105765,Zara,,Downtown Eastside,49.28384,-123.10326,Entire home/apt,237,2,0,,,1,365
41812892,Corporate Stays | The ARC | Modern 1BR,38459934,Corporate Stays,,Downtown,49.27403,-123.11493,Entire home/apt,139,30,0,,,34,0
41813859,1-year old 12 min to Downtown,316013711,Q,,Mount Pleasant,49.25853,-123.08966,Entire home/apt,117,30,0,,,7,90
41814140,near everything 1-year old,316013711,Q,,Mount Pleasant,49.25886,-123.0913,Entire home/apt,100,30,0,,,7,89
41822566,Great location to enjoy longer stays in Vancouver,18466824,Brian & Joanne,,Downtown,49.27656,-123.1294,Entire home/apt,100,30,0,,,1,179
41836460,Super Nice in most desired spot,315123918,David,,Mount Pleasant,49.27037,-123.10233,Entire home/apt,389,1,12,2020-03-21,0.81,5,360
41856324,Lovely Garden Suite in Kitsilano Character Home,18054316,,,Kitsilano,49.26619,-123.14757,Entire home/apt,150,4,6,2021-02-10,0.95,1,160
41860884,❤️Adera home Hotel RM04,290893566,Geo,,Marpole,49.21494,-123.14394,Private room,39,1,15,2021-03-17,1.03,6,36
41862336,Stylish family home close to beach,331031445,Bryce,,Kitsilano,49.2677,-123.18381,Entire home/apt,795,7,0,,,1,0
41862751,Private and Polished Suite near Fraserhood,36632834,Kristen,,Kensington-Cedar Cottage,49.23896,-123.08132,Entire home/apt,90,1,8,2020-09-21,0.57,1,0
41872968,"Modern, high-end Furnishings",6517226,Alexander,,Downtown,49.27807,-123.11085,Entire home/apt,225,30,0,,,1,180
41880914,Beautiful 2 Bed Condo Downtown Central,315123918,David,,Downtown,49.27445,-123.12033,Entire home/apt,274,5,9,2020-08-15,0.65,5,0
41883326,Chic and Modern 1-Bed Suite - Minutes to Downtown!,109291627,Vishal,,Downtown Eastside,49.28023,-123.08396,Entire home/apt,92,30,10,2021-03-01,0.78,1,32
41884098,D32 - 1 Bedroom in Coal Harbour,30899,Rami,,Downtown,49.28905,-123.12774,Entire home/apt,90,30,0,,,40,316
41884419,One-of-a-kind Luxury Penthouse w/ private hot-tub,331204156,Jee,,Downtown,49.28009,-123.10731,Entire home/apt,716,2,34,2021-03-29,2.45,1,304
41890951,Little Barcelona Suite,331258660,Emily,,Marpole,49.21296,-123.12316,Entire home/apt,80,2,1,2020-02-01,0.07,1,0
41892196,Star Libra Suite,144546407,Hanrison,,Downtown,49.27574,-123.11629,Entire home/apt,120,2,0,,,1,0
41909168,Double Double in Premium Hotel Suites,331399851,Gec,,Downtown,49.27525,-123.1293,Private room,232,1,44,2021-03-27,3.27,4,89
41912474,Sweet Convenient Cozy Suite,304779606,,,Sunset,49.21388,-123.07828,Entire home/apt,98,2,7,2021-03-30,0.49,1,179
41917797,New! Clean & Central downtown Vancouver view suite,188731233,Will,,Downtown,49.28095,-123.12578,Entire home/apt,70,30,4,2021-04-01,0.29,2,116
41917935,Central Downtown Condo Parking Pool GREAT PRICES,331619448,Charles,,Downtown,49.27944,-123.10799,Entire home/apt,150,1,10,2020-06-14,0.68,1,0
41939547,Executive Yaletown apartment,95217850,Mauricio,,Downtown,49.27495,-123.11551,Entire home/apt,115,30,4,2020-12-05,0.32,21,224
41941767,"Ocean view apartment, steps from Stanley Park!",8833615,Ashish,,Downtown,49.29314,-123.13295,Private room,80,30,0,,,1,0
41959500,★ Mindfully Classy in the ♥️ of DT ★- 1bdrm/1Ba/AC,332051555,Joe,,Downtown,49.28307,-123.11949,Entire home/apt,149,30,19,2021-04-02,1.47,1,69
41960678,Beautiful Guest Suite w/ View and Full Kitchen,330218131,Emanonka,,Hastings-Sunrise,49.28051,-123.05269,Entire home/apt,108,1,9,2020-03-20,0.63,1,14
41963309,Charming 1BR in Downtown / Best location!,235829390,Sweta,,West End,49.27893,-123.13146,Entire home/apt,110,1,44,2021-04-01,3.08,1,137
41985578,Amazing Modern & Quiet! Best location DT w/Parking,329514681,Rafaela,,Downtown,49.27891,-123.10844,Entire home/apt,199,4,25,2021-03-07,2.20,1,111
41987746,Westside  NEW  2 bedrooms+ private bathroom,103720379,Renay,,Marpole,49.21686,-123.14016,Private room,128,3,0,,,3,132
41990487,Spacious Mid-Century Modern Apartment near City,332545110,Samantha,,Mount Pleasant,49.2591,-123.10176,Entire home/apt,200,1,1,2020-03-26,0.08,1,0
41998709,SPACE10,332640632,Rich,,West Point Grey,49.26334,-123.19658,Entire home/apt,109,2,33,2021-03-21,2.35,1,121
42004464,New 2 bedroom basement suite with 2 full bathrooms,360059206,Tan,,Renfrew-Collingwood,49.24854,-123.0455,Entire home/apt,115,4,24,2021-03-26,1.74,1,269
42019624,"Transit Hub, Vibrant Area, Bright Room, Top floor",11067913,Andy,,Grandview-Woodland,49.26328,-123.07281,Private room,26,30,0,,,6,32
42019705,Downtown Living,77605261,Sushma,,Downtown,49.28462,-123.11235,Entire home/apt,180,30,3,2020-09-23,0.25,1,272
42019723,NYC-Style Vancouver Townhome In Heart of Vancouver,22783263,Caleb,,Fairview,49.26167,-123.1161,Entire home/apt,130,30,1,2020-03-04,0.07,1,210
42025390,Strathcona Heritage Coach House,312098102,Marc,,Downtown Eastside,49.27789,-123.091,Entire home/apt,180,30,2,2020-07-31,0.15,1,179
42039604,Modern Character House in Point Grey Village UBC,167383575,Carlie,,West Point Grey,49.26557,-123.20851,Entire home/apt,495,30,0,,,1,76
42044088,Coal Harbour Home w/ Panoramic and Bright View,333193108,Y.K.,,Downtown,49.28763,-123.12287,Entire home/apt,223,2,22,2021-03-21,1.58,1,27
42052666,AmazingDesigner  2 bdsApt Free Parking|Wifi|Pool,333320881,Yvonne,,Downtown,49.28033,-123.10778,Entire home/apt,126,1,38,2021-04-04,2.70,1,295
42069280,"WaterView, 2Bdrm, 2Bath,Pool, Hot Tub,Steam",29412479,Suzanne,,Downtown,49.27274,-123.12007,Entire home/apt,199,30,0,,,7,332
42075288,"Bright Room, Queen Sized Bed and Private Bathroom",22529755,JoAnna,,Kitsilano,49.26587,-123.14718,Private room,65,2,4,2020-03-04,0.28,1,0
42075743,"Bright, Cozy Room In New Townhouse",103720379,Renay,,Marpole,49.21675,-123.13954,Private room,58,2,1,2020-03-31,0.08,3,162
42078460,High quality modern and minimalist private house,17560106,,,Oakridge,49.22283,-123.12533,Entire home/apt,169,3,0,,,2,89
42097672,Stylish 2 Bed Oasis in the City w/ Stunning Views!,6882587,Sean,,Downtown,49.27863,-123.10819,Entire home/apt,155,2,18,2021-03-24,1.35,1,235
42102408,Amazing Cozy Condo Great Views with free parking,119836157,Lisa,,Downtown,49.27885,-123.10729,Entire home/apt,278,2,44,2021-04-07,4.62,1,70
42111604,Private Newly-Built Carriage Home,334014469,Mikaela,,Kensington-Cedar Cottage,49.24159,-123.07943,Entire home/apt,125,3,3,2020-12-31,0.38,1,0
42122602,Garden suite in quiet but central Point Grey/ UBC.,84608877,Alexia,,Dunbar Southlands,49.25625,-123.19604,Entire home/apt,150,2,1,2020-02-17,0.07,3,224
42123717,Penthouse:  1 bed with private roof top & hot tub.,34120936,Liam,,Mount Pleasant,49.2668,-123.09489,Entire home/apt,157,30,2,2021-03-07,0.17,1,333
42125600,Luxury North Room in West Point Grey,7988660,Lee,,West Point Grey,49.26025,-123.20196,Private room,85,14,1,2020-03-29,0.08,2,82
42135235,D71 - Brand New 1 Bedroom in the Heart of Downtown,30899,Rami,,Downtown,49.27751,-123.1281,Entire home/apt,90,30,3,2020-11-21,0.24,40,0
42136507,"Luxurious, New Condo In The Iconic Vancouver House",28375169,Dwayne,,Downtown,49.27408,-123.13198,Entire home/apt,86,30,8,2021-03-31,0.63,3,0
42137297,"BRAND NEW Luxury, modern Vancouver home.",237941083,Jordan,,Dunbar Southlands,49.25241,-123.18107,Entire home/apt,1200,5,0,,,3,72
42137638,"Vancouver's Most Anticipated Bldg, Vancouver House",28375169,Dwayne,,Downtown,49.27541,-123.13,Entire home/apt,89,30,10,2021-04-12,0.86,3,71
42145942,Charming Kitsilano Apt in Prime Location!,334424417,Kevin,,Kitsilano,49.26394,-123.15399,Entire home/apt,90,5,6,2020-03-30,0.43,1,0
42154711,Spacious King Executive with Ensuite,3282811,Randy & Pam,,Shaughnessy,49.23936,-123.13812,Private room,214,1,0,,,1,0
42162616,💙DESIGNER MODERN LOFT  1BED/1BATH/1PARK +PARKING,334601461,Malcolm,,Downtown,49.28029,-123.10752,Entire home/apt,149,7,31,2021-02-15,2.19,1,163
42174875,LOCATION! 2BR Vancouver Coal Harbour VIEWS+PARKING,166485231,Danny,,Downtown,49.28788,-123.12636,Entire home/apt,180,30,0,,,1,152
42179843,Private room with lock,63527562,Yin Mei,,Marpole,49.20809,-123.13355,Entire home/apt,200,1,0,,,2,179
42181437,(New Listing) Private Studio Coach House,63110539,Adeela,,Hastings-Sunrise,49.28902,-123.0515,Entire home/apt,116,2,3,2021-04-08,0.23,1,18
42181465,Cozy 2Bdrm w/ Parking | Near Queen Elizabeth Park,198092599,Bryan,,Riley Park,49.23783,-123.09753,Entire home/apt,113,5,24,2021-04-01,1.74,1,0
42183453,Immaculate room with private entrance and bath,8241373,Emily,,Sunset,49.22769,-123.09166,Private room,72,2,17,2021-03-13,1.23,2,269
42202219,Charming Bright Suite w/ Private Entrance,72129028,Jason,,Sunset,49.22331,-123.10524,Entire home/apt,104,3,4,2020-12-08,0.42,3,65
42227171,1.Vancouver West End near the beach near UBC 。,326244385,Leon,,Dunbar Southlands,49.25536,-123.18389,Private room,55,1,18,2021-03-31,1.30,6,90
42230156,温馨浪漫套房,115740184,Lisa,,Sunset,49.2137,-123.07837,Entire home/apt,89,2,2,2021-02-27,0.31,1,179
42232725,"8.Vancouver, Youth House, Step away to UBC。",326244385,Leon,,Dunbar Southlands,49.2561,-123.18894,Private room,55,1,6,2021-02-24,0.45,6,89
42233503,World’s Most Anticipated Building -Vancouver House,28375169,Dwayne,,Downtown,49.27609,-123.13003,Entire home/apt,85,30,7,2021-01-04,0.53,3,58
42233521,3.Vancouver West End near the beach near UBC 。,326244385,Leon,,Dunbar Southlands,49.25609,-123.18397,Private room,42,1,14,2021-02-21,1.01,6,86
42233689,6.Vancouver West End near the beach near UBC,326244385,Leon,,Dunbar Southlands,49.25466,-123.18616,Private room,45,1,21,2021-04-09,1.49,6,85
42234197,Modern Downtown 2 Bdrm Condo with Ocean Views.,335518139,Alex,,Downtown,49.27862,-123.10914,Entire home/apt,170,2,21,2021-03-14,1.50,2,354
42257702,Luxury South Room in West Point Grey,7988660,Lee,,West Point Grey,49.25952,-123.20132,Private room,85,14,1,2020-02-23,0.07,2,82
42258924,Vancouver Character House,335753564,Chanan,,Sunset,49.22807,-123.08817,Entire home/apt,282,3,2,2020-02-24,0.14,1,0
42271343,STUDIO SUITE IN BEAUTIFUL CENTRAL LOCATION,109545563,Peter,,Riley Park,49.25349,-123.10867,Entire home/apt,95,3,9,2021-03-13,0.66,1,45
42272820,"Private, spacious 2 bed suite with yard/storage.",2596312,Margot,,West Point Grey,49.26134,-123.20982,Entire home/apt,84,30,0,,,1,0
42295407,✺ New renovated Private 2br huge living room suite,62528305,Edison,,Riley Park,49.24554,-123.09304,Private room,75,1,55,2021-03-28,4.07,1,61
42296784,West Coast Luxury Living,1635735,Dusan,,Hastings-Sunrise,49.27804,-123.02883,Entire home/apt,235,3,10,2021-04-05,1.41,1,269
42300971,"Unbeatable Panoramic Views (downtown,free parking)",336225596,Robby,,Downtown,49.27999,-123.10845,Entire home/apt,338,3,11,2021-04-10,1.30,1,199
42301447,Queen Bed Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27171,-123.03663,Private room,61,1,4,2020-04-06,0.29,4,0
42301735,Queen Bed w Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27141,-123.03651,Private room,73,1,0,,,4,0
42301804,Queen Bed w Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27028,-123.03691,Private room,73,1,0,,,4,0
42301937,Queen Bed w Private Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27173,-123.03487,Private room,86,1,1,2020-04-08,0.08,4,0
42318763,DT Brand New Luxury Studio near Seawall,264006307,Alex,,Downtown,49.27388,-123.13073,Entire home/apt,91,7,46,2021-04-09,3.32,1,52
42338884,Cozy Private Room- Vancouver downtown,329753144,Alex,,Downtown,49.28047,-123.10863,Private room,71,8,16,2021-01-22,1.17,1,0
42360114,Thrive on the Drive!,164329859,Samia,,Grandview-Woodland,49.26821,-123.07153,Entire home/apt,125,2,0,,,3,0
42364438,Brand new Vancouver home in convenient location,8241373,Emily,,Sunset,49.22891,-123.09157,Entire home/apt,550,7,2,2021-04-10,0.26,2,363
42366089,"Brand NewHome,10mins walk skyTrain,12m to DownTown",246724072,Ada,,South Cambie,49.24094,-123.1188,Entire home/apt,109,1,2,2020-06-30,0.14,1,0
42386106,Cozy One Bedroom Minutes from Downtown,7042224,Yossi,,South Cambie,49.25468,-123.11859,Entire home/apt,79,2,8,2021-03-06,0.96,3,253
42386863,Mountain View 3floor Main St Home - Art:In SHotel,227662329,Jordan,,Riley Park,49.23486,-123.10138,Entire home/apt,356,1,36,2021-03-21,2.73,4,244
42391180,Luxury Prime City Centre Location off Robson Strip,55948760,Alex,,Downtown,49.28175,-123.12439,Entire home/apt,125,2,12,2021-03-14,0.95,13,117
42406641,Clean & Bright Across from Sunrise Park,2479421,Lynn,,Hastings-Sunrise,49.26599,-123.0341,Private room,100,2,0,,,1,0
42409416,Spectacular 1 bdrm condo with spacious deck & view,29412479,Suzanne,,Downtown,49.27417,-123.13031,Entire home/apt,100,30,0,,,7,316
42410488,Live like the 1% - STUNNING VIEWS,310097525,Kristy,,Downtown,49.27596,-123.11545,Entire home/apt,313,1,1,2020-08-27,0.13,1,0
42413884,East Van Garden Home,19629820,Fran And Tim,,Hastings-Sunrise,49.27696,-123.05023,Entire home/apt,88,1,15,2021-02-08,1.12,1,0
42416030,ENTIRE 1BEDROOM STANLEY PARK☆CLEAN&SAFE AREA☆,336935748,Sophia&Henry,,West End,49.2922,-123.13374,Entire home/apt,96,2,13,2021-03-25,0.94,1,351
42421041,2.Vancouver West End near the beach near UBC 。,326244385,Leon,,Dunbar Southlands,49.25527,-123.18372,Private room,55,1,5,2020-10-01,0.36,6,90
42432098,"3 mins walk to Skytrain/Bus,Beautiful Townhouse",40379497,Nirshid,,Renfrew-Collingwood,49.24278,-123.05167,Entire home/apt,200,30,0,,,1,285
42434557,Corporate Stays | Addition | Modern 2BR,38459934,Corporate Stays,,Downtown,49.27815,-123.12691,Entire home/apt,180,30,1,2020-08-26,0.13,34,0
42434592,单人大床带独立卫生间带阳台,282656458,Jinjie,,Oakridge,49.23105,-123.10986,Private room,126,1,1,2020-03-21,0.08,1,365
42437956,Convenient Guest Suite In the Heart Of Vancouver,227662329,Jordan,,Riley Park,49.23681,-123.10179,Entire home/apt,101,1,15,2021-04-05,1.14,4,244
42439466,Woodland Homestay Room #3,191577153,John,,Kensington-Cedar Cottage,49.26127,-123.07551,Private room,29,30,3,2020-10-31,0.24,4,0
42451251,Prime Vibrant Main Street Location in Vancouver,240034833,Kathryn,,Mount Pleasant,49.26373,-123.09265,Entire home/apt,170,3,16,2021-01-28,1.67,1,137
42455784,Luxury&Modern  Loft in heart Downtown,338012755,Jing,,Downtown,49.27922,-123.12147,Entire home/apt,154,2,7,2021-04-07,6.18,1,27
42456517,Warm & cozy 4 BD house in Kitsilano!,331844258,Uwe,,Kitsilano,49.26958,-123.18188,Entire home/apt,270,5,0,,,1,0
42457349,Heritage home in  Trendy Vancouver Neighborhood,338029385,Shira,,Mount Pleasant,49.2609,-123.09231,Entire home/apt,321,3,3,2021-02-26,0.74,1,173
42458406,Woodland Homestay Room #4,191577153,John,,Kensington-Cedar Cottage,49.2593,-123.07432,Private room,29,30,2,2020-08-31,0.16,4,147
42458461,Woodland Homestay Room #1,191577153,John,,Kensington-Cedar Cottage,49.2615,-123.07347,Private room,29,30,3,2021-04-01,0.24,4,102
42496002,Gastown 1-bedroom apartment - 3 month min.,153902756,Kerry,,Downtown Eastside,49.28093,-123.09933,Entire home/apt,62,45,1,2020-06-01,0.09,1,125
42509300,Funky artist home. Must love dogs,6774129,Joy,,Shaughnessy,49.23737,-123.13276,Private room,31,30,1,2021-03-01,0.68,1,48
42518481,Cozy Kitsilano retreat on tree-lined street,321330654,Sandeep,,Kitsilano,49.2602,-123.1549,Entire home/apt,300,120,0,,,1,365
42519353,Hidden Oasis,15694942,Kelsey,,Mount Pleasant,49.25684,-123.11211,Entire home/apt,76,30,1,2020-06-30,0.10,1,103
42520170,Modern 1 Bedroom - Minutes to DT & restaurants,338686398,Thanh,,Mount Pleasant,49.26971,-123.10252,Entire home/apt,299,2,2,2020-03-14,0.15,1,179
42520472,Private room + private washroom. Downtown luxury,310001639,Salvio,,West End,49.28139,-123.12804,Private room,100,1,2,2020-02-29,0.15,4,179
42531669,Corporate Stays | Hudson | Cozy 1BR,38459934,Corporate Stays,,Downtown,49.28443,-123.1155,Entire home/apt,95,30,0,,,34,0
42531816,Corporate Stays | Capitol Residences | Bright 1BR,38459934,Corporate Stays,,Downtown,49.27988,-123.12065,Entire home/apt,92,32,1,2020-10-16,0.17,34,0
42532134,Corporate Stays | Capitol Residences | Modern 1BR,38459934,Corporate Stays,,Downtown,49.28014,-123.11868,Entire home/apt,96,30,1,2020-06-30,0.10,34,0
42538952,Cozy 1BR 1BA Kerrisdale Suite,2277072,Mark,,Dunbar Southlands,49.23806,-123.17914,Entire home/apt,45,30,0,,,1,0
42539231,VANCOUVER HOME CLOSE TO DOWNTOWN,205309212,Jag,,Shaughnessy,49.24497,-123.1288,Entire home/apt,131,30,3,2021-04-08,0.74,3,91
42539984,Breathtaking Views In the Heart of Downtown!,338834289,Simon,,Downtown,49.27996,-123.12328,Entire home/apt,199,3,4,2020-03-15,0.29,1,0
42540761,1 Bedroom Rooftop Hideaway 15 walk to Downtown,9061412,Nicole,,Strathcona,49.2683,-123.0977,Entire home/apt,160,2,0,,,1,6
42546201,"20% OFF! Condo w/sunny patio, pet OK + rooftop!",6983939,Jocelyne,,Mount Pleasant,49.26523,-123.10084,Entire home/apt,199,2,5,2021-03-30,0.50,1,349
42546326,1BD lovely suite in downtown Vancouver!,338919730,Jovito,,Downtown,49.27997,-123.11905,Entire home/apt,120,30,1,2020-04-05,0.08,1,0
42565481,Central Downtown Studio Condo,3092935,Brad,,West End,49.28204,-123.12608,Entire home/apt,99,30,4,2020-12-15,0.33,12,247
42569229,"Waterfront views! Coal Harbor, Vancouver+Parking",108553864,Larry,,Downtown,49.29058135425798,-123.12404290447579,Entire home/apt,268,30,0,,,1,163
42591398,★Chic Spacious Central★Entire Apartment @Yaletown★,103043102,Fumi,,Downtown,49.27838,-123.11456,Entire home/apt,110,30,0,,,1,0
42591801,Mountain & Water Views - Modern Condo in Downtown!,339283773,Meng,,Downtown Eastside,49.28203,-123.08493,Entire home/apt,118,2,3,2020-07-25,0.22,1,29
42605337,DT Brand New Luxury One Bedroom Free Parking,162438356,Angela,,Downtown,49.27405,-123.13222,Entire home/apt,100,7,35,2021-04-04,2.68,1,49
42608221,marine gateway luxury condo,37109373,Susan,,Marpole,49.21079,-123.11699,Entire home/apt,228,2,1,2020-03-31,0.08,1,162
42626894,Stunning downtown location!  Private Room**,310001639,Salvio,,West End,49.28442,-123.12949,Private room,100,1,1,2020-03-02,0.07,4,179
42635313,Vancouver Sunset House,60152405,Dc,,Sunset,49.22267,-123.08954,Entire home/apt,250,30,2,2020-12-30,0.15,10,272
42663921,Brand New Luxury Condo with Private Rooftop Patio,119839488,Adam,,Killarney,49.20641,-123.02946,Entire home/apt,95,2,6,2020-12-23,0.53,1,317
